,tempo,temperatura,duty
1359,0,23.27,40
1360,0,24.03,40
1361,0,23.54,40
1362,0,23.18,40
1363,0,23.06,40
1364,0,23.46,40
1365,0,23.17,40
1366,0,23.06,40
1367,0,23.24,40
1368,0,23.28,40
1369,0,23.17,40
1370,0,23.08,40
1371,0,22.04,40
1372,0,23.29,40
1373,0,22.73,40
1374,0,23.23,40
1375,0,23.06,40
1376,0,22.8,40
1377,0,22.83,40
1378,0,23.17,40
1379,0,23.17,40
1380,0,22.17,40
1381,0,23.11,40
1382,0,23.06,40
1383,0,23.07,40
1384,0,22.84,40
1385,0,21.26,40
1386,0,23.46,40
1387,0,20.2,40
1388,0,21.6,40
1389,0,23.17,40
1390,0,23.08,40
1391,0,23.2,40
1392,0,22.53,40
1393,0,23.23,40
1394,0,22.73,40
1395,0,21.38,40
1396,0,24.21,40
1397,0,22.75,40
1398,0,22.59,40
1399,0,21.37,40
1400,0,23.14,40
1401,0,23.0,40
1402,0,23.05,40
1403,0,23.16,40
1404,0,24.35,40
1405,0,23.03,40
1406,0,23.06,40
1407,0,23.06,40
1408,0,22.85,40
1409,0,22.66,40
1410,0,22.88,40
1411,0,23.34,40
1412,0,23.16,40
1413,0,23.11,40
1414,0,24.01,40
1415,0,22.85,40
1416,0,22.83,40
1417,0,23.01,40
1418,0,23.3,40
1419,0,24.26,40
1420,0,23.29,40
1421,0,22.91,40
1422,0,18.19,40
1423,0,22.45,40
1424,0,23.69,40
1425,0,23.28,40
1426,0,23.23,40
1427,0,23.03,40
1428,0,23.06,40
1429,0,22.87,40
1430,0,22.95,40
1431,0,23.4,40
1432,0,24.24,40
1433,0,23.09,40
1434,0,23.1,40
1435,0,22.94,40
1436,0,23.06,40
1437,0,23.47,40
1438,0,22.89,40
1439,0,22.95,40
1440,0,22.92,40
1441,0,22.33,40
1442,0,23.39,40
1443,0,23.85,40
1444,0,23.92,40
1445,0,23.22,40
1446,0,23.16,40
1447,0,22.97,40
1448,0,23.39,40
1449,0,23.17,40
1450,0,23.44,40
1451,0,23.08,40
1452,0,23.15,40
1453,0,22.88,40
1454,0,23.26,40
1455,0,23.17,40
1456,0,23.11,40
1457,0,22.95,40
1458,0,22.86,40
1459,0,23.2,40
1460,0,24.79,40
1461,0,23.0,40
1462,0,23.34,40
1463,0,22.97,40
1464,0,23.17,40
1465,0,22.86,40
1466,0,23.05,40
1467,0,22.73,40
1468,0,23.16,40
1469,0,23.23,40
1470,0,23.04,40
1471,0,23.26,40
1472,0,23.0,40
1473,0,26.04,40
1474,0,23.0,40
1475,0,22.98,40
1476,0,22.46,40
1477,0,22.94,40
1478,0,23.2,40
1479,0,23.14,40
1480,0,23.06,40
1481,0,23.42,40
1482,0,22.88,40
1483,0,23.06,40
1484,0,23.11,40
1485,0,23.23,40
1486,0,22.33,40
1487,0,22.65,40
1488,0,22.82,40
1489,0,23.08,40
1490,0,22.83,40
1491,0,23.0,40
1492,0,22.97,40
1493,0,22.97,40
1494,0,22.15,40
1495,0,23.12,40
1496,0,22.85,40
1497,0,22.73,40
1498,0,22.94,40
1499,0,23.04,40
1500,0,22.93,40
1501,0,23.0,40
1502,0,23.03,40
1503,0,23.6,40
1504,0,23.11,40
1505,0,22.58,40
1506,0,23.06,40
1507,0,22.95,40
1508,0,22.77,40
1509,0,24.09,40
1510,0,22.77,40
1511,0,23.24,40
1512,0,22.77,40
1513,0,23.43,40
1514,0,23.07,40
1515,0,22.28,40
1516,0,22.99,40
1517,0,23.18,40
1518,0,22.93,40
1519,0,22.83,40
1520,0,22.82,40
1521,0,23.92,40
1522,0,23.14,40
1523,0,22.85,40
1524,0,21.13,40
1525,0,23.02,40
1526,0,22.94,40
1527,0,23.06,40
1528,0,23.17,40
1529,0,21.97,40
1530,0,22.97,40
1531,0,23.04,40
1532,0,21.91,40
1533,0,22.4,40
1534,0,22.97,40
1535,0,22.83,40
1536,0,22.85,40
1537,0,22.92,40
1538,0,22.88,40
1539,0,23.03,40
1540,0,22.8,40
1541,0,23.06,40
1542,0,22.73,40
1543,0,22.94,40
1544,0,22.83,40
1545,0,22.77,40
1546,0,22.81,40
1547,0,23.55,40
1548,0,22.65,40
1549,0,22.8,40
1550,0,22.51,40
1551,0,22.81,40
1552,0,22.83,40
1553,0,22.95,40
1554,0,22.82,40
1555,0,23.0,40
1556,0,21.27,40
1557,0,23.16,40
1558,0,22.73,40
1559,0,22.71,40
1560,0,21.85,40
1561,0,22.94,40
1562,0,22.94,40
1563,0,23.03,40
1564,0,23.05,40
1565,0,22.6,40
1566,0,23.18,40
1567,0,22.71,40
1568,0,23.41,40
1569,0,22.93,40
1570,0,22.9,40
1571,0,23.0,40
1572,0,22.87,40
1573,0,22.89,40
1574,0,23.0,40
1575,0,22.83,40
1576,0,22.81,40
1577,0,22.77,40
1578,0,22.45,40
1579,0,22.48,40
1580,0,22.16,40
1581,0,22.6,40
1582,0,22.98,40
1583,0,22.83,40
1584,0,22.49,40
1585,0,23.06,40
1586,0,26.32,40
1587,0,23.87,40
1588,0,22.95,40
1589,0,23.03,40
1590,0,22.14,40
1591,0,22.37,40
1592,0,23.05,40
1593,0,22.88,40
1594,0,23.11,40
1595,0,22.23,40
1596,0,22.83,40
1597,0,22.83,40
1598,0,22.87,40
1599,0,22.85,40
1600,0,22.74,40
1601,0,23.85,40
1602,0,23.01,40
1603,0,22.89,40
1604,0,22.76,40
1605,0,22.77,40
1606,0,22.79,40
1607,0,22.71,40
1608,0,22.78,40
1609,0,22.77,40
1610,0,22.71,40
1611,0,22.9,40
1612,0,22.28,40
1613,0,23.01,40
1614,0,22.71,40
1615,0,22.82,40
1616,0,22.97,40
1617,0,22.78,40
1618,0,22.91,40
1619,0,22.94,40
1620,0,22.7,40
1621,0,22.87,40
1622,0,22.59,40
1623,0,22.91,40
1624,0,22.89,40
1625,0,22.29,40
1626,0,22.68,40
1627,0,22.45,40
1628,0,23.0,40
1629,0,22.78,40
1630,0,22.89,40
1631,0,22.72,40
1632,0,22.6,40
1633,0,22.58,40
1634,0,22.77,40
1635,0,22.72,40
1636,0,22.83,40
1637,0,22.78,40
1638,0,22.8,40
1639,0,22.94,40
1640,0,22.94,40
1641,0,22.7,40
1642,0,22.23,40
1643,0,22.82,40
1644,0,22.77,40
1645,0,23.4,40
1646,0,22.73,40
1647,0,23.29,40
1648,0,22.72,40
1649,0,22.97,40
1650,0,22.77,40
1651,0,22.39,40
1652,0,22.29,40
1653,0,22.83,40
1654,0,22.77,40
1655,0,24.77,40
1656,0,22.51,40
1657,0,22.82,40
1658,0,22.74,40
1659,0,23.43,40
1660,0,22.71,40
1661,0,22.58,40
1662,0,22.33,40
1663,0,22.6,40
1664,0,22.4,40
1665,0,22.45,40
1666,0,22.6,40
1667,0,23.0,40
1668,0,22.77,40
1669,0,22.51,40
1670,0,22.68,40
1671,0,22.71,40
1672,0,22.59,40
1673,0,22.22,40
1674,0,22.84,40
1675,0,22.88,40
1676,0,22.77,40
1677,0,22.8,40
1678,0,22.28,40
1679,0,22.66,40
1680,0,22.83,40
1681,0,22.45,40
1682,0,22.4,40
1683,0,22.4,40
1684,0,22.8,40
1685,0,23.03,40
1686,0,22.37,40
1687,0,22.39,40
1688,0,23.28,40
1689,0,22.72,40
1690,0,22.67,40
1691,0,22.77,40
1692,0,22.86,40
1693,0,23.26,40
1694,0,22.58,40
1695,0,22.58,40
1696,0,22.66,40
1697,0,22.69,40
1698,0,22.5,40
1699,0,22.45,40
1700,0,22.83,40
1701,0,22.91,40
1702,0,23.44,40
1703,0,22.54,40
1704,0,22.64,40
1705,0,22.54,40
1706,0,22.71,40
1707,0,22.53,40
1708,0,22.77,40
1709,0,22.79,40
1710,0,22.65,40
1711,0,22.58,40
1712,0,22.63,40
1713,0,22.7,40
1714,0,22.48,40
1715,0,22.71,40
1716,0,28.6,40
1717,0,22.77,40
1718,0,22.66,40
1719,0,21.91,40
1720,0,22.82,40
1721,0,22.66,40
1722,0,22.64,40
1723,0,22.46,40
1724,0,22.57,40
1725,0,22.58,40
1726,0,22.58,40
1727,0,23.77,40
1728,0,22.71,40
1729,0,22.7,40
1730,0,22.53,40
1731,0,22.28,40
1732,0,22.46,40
1733,0,22.2,40
1734,0,22.11,40
1735,0,22.6,40
1736,0,22.7,40
1737,0,22.83,40
1738,0,22.65,40
1739,0,22.68,40
1740,0,24.44,40
1741,0,22.71,40
1742,0,22.74,40
1743,0,22.77,40
1744,0,22.6,40
1745,0,22.6,40
1746,0,22.72,40
1747,0,22.6,40
1748,0,22.34,40
1749,0,24.96,40
1750,0,23.35,40
1751,0,22.71,40
1752,0,22.49,40
1753,0,22.57,40
1754,0,22.32,40
1755,0,23.17,40
1756,0,22.65,40
1757,0,22.71,40
1758,0,22.3,40
1759,0,22.91,40
1760,0,22.59,40
1761,0,22.77,40
1762,0,22.89,40
1763,0,22.48,40
1764,0,22.49,40
1765,0,22.54,40
1766,0,23.52,40
1767,0,22.71,40
1768,0,22.83,40
1769,0,22.54,40
1770,0,23.02,40
1771,0,22.88,40
1772,0,22.51,40
1773,0,22.86,40
1774,0,22.87,40
1775,0,22.25,40
1776,0,22.49,40
1777,0,22.59,40
1778,0,22.53,40
1779,0,22.4,40
1780,0,22.83,40
1781,0,22.48,40
1782,0,22.4,40
1783,0,22.75,40
1784,0,22.65,40
1785,0,22.6,40
1786,0,22.71,40
1787,0,22.72,40
1788,0,22.6,40
1789,0,22.46,40
1790,0,22.0,40
1791,0,22.6,40
1792,0,22.15,40
1793,0,22.68,40
1794,0,22.72,40
1795,0,23.07,40
1796,0,22.93,40
1797,0,22.45,40
1798,0,23.23,40
1799,0,22.77,40
1800,0,22.5,40
1801,0,22.76,40
1802,0,22.61,40
1803,0,22.43,40
1804,0,22.54,40
1805,0,22.29,40
1806,0,22.53,40
1807,0,21.95,40
1808,0,22.6,40
1809,0,22.44,40
1810,0,22.5,40
1811,0,21.88,40
1812,0,22.6,40
1813,0,22.35,40
1814,0,22.65,40
1815,0,22.83,40
1816,0,22.71,40
1817,0,22.51,40
1818,0,22.23,40
1819,0,22.31,40
1820,0,22.72,40
1821,0,23.26,40
1822,0,22.82,40
1823,0,22.83,40
1824,0,23.0,40
1825,0,22.48,40
1826,0,22.68,40
1827,0,22.68,40
1828,0,22.48,40
1829,0,22.43,40
1830,0,22.71,40
1831,0,22.57,40
1832,0,22.25,40
1833,0,22.51,40
1834,0,22.68,40
1835,0,22.5,40
1836,0,22.51,40
1837,0,22.68,40
1838,0,22.65,40
1839,0,22.4,40
1840,0,22.57,40
1841,0,22.4,40
1842,0,22.34,40
1843,0,22.72,40
1844,0,22.77,40
1845,0,22.46,40
1846,0,22.39,40
1847,0,22.23,40
1848,0,23.26,40
1849,0,22.29,40
1850,0,21.01,40
1851,0,23.41,40
1852,0,22.55,40
1853,0,22.3,40
1854,0,21.68,40
1855,0,22.51,40
1856,0,22.51,40
1857,0,22.6,40
1858,0,22.7,40
1859,0,22.51,40
1860,0,22.6,40
1861,0,22.05,40
1862,0,22.71,40
1863,0,22.51,40
1864,0,22.46,40
1865,0,22.41,40
1866,0,22.6,40
1867,0,22.48,40
1868,0,22.5,40
1869,0,22.51,40
1870,0,22.34,40
1871,0,22.27,40
1872,0,22.11,40
1873,0,22.34,40
1874,0,22.63,40
1875,0,19.46,40
1876,0,22.34,40
1877,0,22.63,40
1878,0,22.0,40
1879,0,22.4,40
1880,0,22.54,40
1881,0,22.17,40
1882,0,21.85,40
1883,0,21.73,40
1884,0,22.82,40
1885,0,22.23,40
1886,0,22.31,40
1887,0,22.46,40
1888,0,21.72,40
1889,0,22.45,40
1890,0,22.46,40
1891,0,22.37,40
1892,0,22.22,40
1893,0,22.6,40
1894,0,22.51,40
1895,0,22.68,40
1896,0,22.71,40
1897,0,22.19,40
1898,0,22.57,40
1899,0,22.31,40
1900,0,22.51,40
1901,0,22.41,40
1902,0,22.57,40
1903,0,22.41,40
1904,0,23.63,40
1905,0,22.63,40
1906,0,22.28,40
1907,0,22.31,40
1908,0,22.4,40
1909,0,22.37,40
1910,0,22.34,40
1911,0,22.54,40
1912,0,21.51,40
1913,0,22.33,40
1914,0,22.3,40
1915,0,22.47,40
1916,0,20.37,40
1917,0,22.94,40
1918,0,22.46,40
1919,0,22.46,40
1920,0,22.29,40
1921,0,22.17,40
1922,0,22.17,40
1923,0,23.04,40
1924,0,22.37,40
1925,0,22.72,40
1926,0,22.66,40
1927,0,22.07,40
1928,0,22.63,40
1929,0,22.5,40
1930,0,21.89,40
1931,0,22.52,40
1932,0,22.43,40
1933,0,21.8,40
1934,0,22.25,40
1935,0,22.5,40
1936,0,21.61,40
1937,0,22.68,40
1938,0,21.8,40
1939,0,22.89,40
1940,0,22.48,40
1941,0,23.86,40
1942,0,22.39,40
1943,0,22.34,40
1944,0,22.41,40
1945,0,22.67,40
1946,0,22.45,40
1947,0,22.4,40
1948,0,22.45,40
1949,0,22.54,40
1950,0,22.17,40
1951,0,22.47,40
1952,0,22.43,40
1953,0,22.28,40
1954,0,21.49,40
1955,0,22.6,40
1956,0,22.34,40
1957,0,22.43,40
1958,0,22.58,40
1959,0,21.94,40
1960,0,21.44,40
1961,0,22.48,40
1962,0,22.28,40
1963,0,20.43,40
1964,0,22.28,40
1965,0,20.66,40
1966,0,22.67,40
1967,0,22.36,40
1968,0,22.46,40
1969,0,22.11,40
1970,0,21.62,40
1971,0,22.48,40
1972,0,22.61,40
1973,0,22.45,40
1974,0,23.0,40
1975,0,22.47,40
1976,0,22.77,40
1977,0,21.95,40
1978,0,22.29,40
1979,0,22.09,40
1980,0,22.58,40
1981,0,22.34,40
1982,0,22.34,40
1983,0,22.41,40
1984,0,23.49,40
1985,0,22.25,40
1986,0,22.33,40
1987,0,22.11,40
1988,0,22.96,40
1989,0,23.57,40
1990,0,22.17,40
1991,0,22.34,40
1992,0,22.28,40
1993,0,22.23,40
1994,0,22.16,40
1995,0,22.43,40
1996,0,22.28,40
1997,0,22.28,40
1998,0,20.91,40
1999,0,22.4,40
