,tempo,temperatura,duty
310,0,26.83,40
311,0,26.96,40
312,0,26.95,40
313,0,26.47,40
314,0,26.78,40
315,0,27.0,40
316,0,25.85,40
317,0,26.71,40
318,0,26.95,40
319,0,25.56,40
320,0,25.22,40
321,0,26.49,40
322,0,26.72,40
323,0,26.68,40
324,0,26.65,40
325,0,25.98,40
326,0,26.67,40
327,0,26.59,40
328,0,26.54,40
329,0,26.65,40
330,0,26.66,40
331,0,26.71,40
332,0,26.56,40
333,0,26.5,40
334,0,26.7,40
335,0,26.71,40
336,0,27.2,40
337,0,25.98,40
338,0,29.84,40
339,0,26.04,40
340,0,26.61,40
341,0,26.53,40
342,0,26.39,40
343,0,26.36,40
344,0,26.35,40
345,0,26.32,40
346,0,26.59,40
347,0,26.51,40
348,0,26.61,40
349,0,26.56,40
350,0,26.43,40
351,0,26.16,40
352,0,26.24,40
353,0,26.36,40
354,0,26.48,40
355,0,26.24,40
356,0,26.04,40
357,0,26.37,40
358,0,26.12,40
359,0,33.24,40
360,0,26.14,40
361,0,26.04,40
362,0,26.17,40
363,0,26.09,40
364,0,26.34,40
365,0,26.12,40
366,0,26.24,40
367,0,25.74,40
368,0,26.3,40
369,0,26.24,40
370,0,26.36,40
371,0,26.36,40
372,0,26.21,40
373,0,26.04,40
374,0,26.06,40
375,0,26.01,40
376,0,26.36,40
377,0,25.98,40
378,0,25.93,40
379,0,26.03,40
380,0,26.14,40
381,0,26.42,40
382,0,25.63,40
383,0,25.58,40
384,0,27.92,40
385,0,26.2,40
386,0,26.77,40
387,0,25.8,40
388,0,25.58,40
389,0,25.08,40
390,0,27.77,40
391,0,25.89,40
392,0,26.01,40
393,0,25.92,40
394,0,26.12,40
395,0,26.09,40
396,0,25.93,40
397,0,26.11,40
398,0,25.8,40
399,0,26.05,40
400,0,25.92,40
401,0,25.74,40
402,0,25.97,40
403,0,25.93,40
404,0,26.18,40
405,0,25.75,40
406,0,25.4,40
407,0,25.81,40
408,0,25.93,40
409,0,25.92,40
410,0,26.55,40
411,0,25.8,40
412,0,25.92,40
413,0,25.88,40
414,0,25.71,40
415,0,26.06,40
416,0,25.92,40
417,0,25.67,40
418,0,25.57,40
419,0,25.58,40
420,0,25.69,40
421,0,25.7,40
422,0,25.92,40
423,0,25.89,40
424,0,26.02,40
425,0,25.79,40
426,0,25.57,40
427,0,25.7,40
428,0,25.88,40
429,0,25.95,40
430,0,24.84,40
431,0,25.66,40
432,0,25.76,40
433,0,25.46,40
434,0,25.45,40
435,0,25.98,40
436,0,25.61,40
437,0,25.48,40
438,0,25.71,40
439,0,25.53,40
440,0,25.51,40
441,0,25.78,40
442,0,25.7,40
443,0,25.91,40
444,0,24.58,40
445,0,25.54,40
446,0,25.7,40
447,0,26.14,40
448,0,25.58,40
449,0,25.38,40
450,0,25.71,40
451,0,25.98,40
452,0,25.72,40
453,0,25.79,40
454,0,25.41,40
455,0,24.99,40
456,0,25.39,40
457,0,25.43,40
458,0,25.28,40
459,0,25.54,40
460,0,25.47,40
461,0,25.67,40
462,0,25.29,40
463,0,25.42,40
464,0,25.51,40
465,0,25.58,40
466,0,25.3,40
467,0,25.73,40
468,0,25.17,40
469,0,24.76,40
470,0,25.31,40
471,0,25.66,40
472,0,25.48,40
473,0,24.32,40
474,0,25.28,40
475,0,25.45,40
476,0,25.28,40
477,0,24.25,40
478,0,25.57,40
479,0,25.4,40
480,0,25.16,40
481,0,25.32,40
482,0,25.23,40
483,0,25.34,40
484,0,25.23,40
485,0,25.28,40
486,0,24.53,40
487,0,25.19,40
488,0,25.11,40
489,0,25.34,40
490,0,25.34,40
491,0,25.15,40
492,0,25.44,40
493,0,25.4,40
494,0,25.4,40
495,0,26.33,40
496,0,25.13,40
497,0,25.19,40
498,0,25.21,40
499,0,24.55,40
500,0,25.21,40
501,0,25.34,40
502,0,25.47,40
503,0,25.23,40
504,0,25.91,40
505,0,25.42,40
506,0,25.28,40
507,0,25.28,40
508,0,25.13,40
509,0,25.37,40
510,0,24.89,40
511,0,25.4,40
512,0,25.23,40
513,0,24.83,40
514,0,25.45,40
515,0,24.98,40
516,0,22.23,40
517,0,25.4,40
518,0,24.97,40
519,0,25.25,40
520,0,24.99,40
521,0,20.27,40
522,0,25.18,40
523,0,25.07,40
524,0,25.1,40
525,0,24.93,40
526,0,25.22,40
527,0,24.9,40
528,0,25.05,40
529,0,25.37,40
530,0,25.04,40
531,0,25.07,40
532,0,24.93,40
533,0,24.93,40
534,0,25.04,40
535,0,25.04,40
536,0,24.88,40
537,0,24.99,40
538,0,24.93,40
539,0,25.15,40
540,0,24.87,40
541,0,24.88,40
542,0,24.97,40
543,0,24.96,40
544,0,24.9,40
545,0,24.7,40
546,0,24.87,40
547,0,24.87,40
548,0,24.94,40
549,0,24.86,40
550,0,25.1,40
551,0,25.0,40
552,0,24.86,40
553,0,24.81,40
554,0,24.99,40
555,0,25.01,40
556,0,24.9,40
557,0,25.34,40
558,0,24.98,40
559,0,26.42,40
560,0,24.81,40
561,0,24.99,40
562,0,25.58,40
563,0,24.73,40
564,0,24.98,40
565,0,28.45,40
566,0,26.77,40
567,0,24.81,40
568,0,24.75,40
569,0,24.82,40
570,0,24.87,40
571,0,24.41,40
572,0,24.67,40
573,0,24.94,40
574,0,24.5,40
575,0,24.92,40
576,0,24.67,40
577,0,24.53,40
578,0,24.83,40
579,0,24.84,40
580,0,24.65,40
581,0,24.9,40
582,0,24.9,40
583,0,24.96,40
584,0,24.86,40
585,0,24.64,40
586,0,24.78,40
587,0,24.51,40
588,0,24.74,40
589,0,24.68,40
590,0,24.6,40
591,0,24.59,40
592,0,24.96,40
593,0,24.42,40
594,0,24.68,40
595,0,24.47,40
596,0,24.71,40
597,0,24.67,40
598,0,24.61,40
599,0,23.98,40
600,0,24.81,40
601,0,24.92,40
602,0,24.87,40
603,0,24.98,40
604,0,24.87,40
605,0,24.77,40
606,0,24.73,40
607,0,24.45,40
608,0,24.92,40
609,0,24.59,40
610,0,24.56,40
611,0,24.58,40
612,0,24.7,40
613,0,24.61,40
614,0,24.47,40
615,0,21.51,40
616,0,26.49,40
617,0,24.61,40
618,0,24.81,40
619,0,24.77,40
620,0,25.1,40
621,0,23.99,40
622,0,24.41,40
623,0,24.61,40
624,0,24.29,40
625,0,24.72,40
626,0,24.58,40
627,0,24.69,40
628,0,24.46,40
629,0,23.58,40
630,0,24.42,40
631,0,24.21,40
632,0,24.52,40
633,0,24.26,40
634,0,24.52,40
635,0,24.67,40
636,0,24.58,40
637,0,24.31,40
638,0,24.51,40
639,0,25.01,40
640,0,24.61,40
641,0,24.45,40
642,0,24.61,40
643,0,24.67,40
644,0,24.67,40
645,0,24.16,40
646,0,24.32,40
647,0,23.82,40
648,0,24.61,40
649,0,24.42,40
650,0,24.7,40
651,0,24.55,40
652,0,24.58,40
653,0,24.24,40
654,0,24.51,40
655,0,24.32,40
656,0,24.02,40
657,0,24.26,40
658,0,24.44,40
659,0,24.47,40
660,0,24.21,40
661,0,24.67,40
662,0,24.39,40
663,0,24.81,40
664,0,24.61,40
665,0,24.78,40
666,0,24.35,40
667,0,23.6,40
668,0,24.21,40
669,0,24.69,40
670,0,25.0,40
671,0,24.22,40
672,0,24.2,40
673,0,25.91,40
674,0,24.32,40
675,0,24.38,40
676,0,24.42,40
677,0,24.47,40
678,0,24.13,40
679,0,24.58,40
680,0,24.42,40
681,0,24.41,40
682,0,24.31,40
683,0,24.18,40
684,0,24.21,40
685,0,24.4,40
686,0,24.58,40
687,0,24.29,40
688,0,24.4,40
689,0,24.53,40
690,0,24.2,40
691,0,24.53,40
692,0,24.29,40
693,0,24.47,40
694,0,24.39,40
695,0,24.24,40
696,0,24.26,40
697,0,25.14,40
698,0,24.44,40
699,0,25.0,40
700,0,24.34,40
701,0,24.1,40
702,0,24.52,40
703,0,24.35,40
704,0,24.26,40
705,0,24.26,40
706,0,24.41,40
707,0,23.98,40
708,0,24.2,40
709,0,22.84,40
710,0,24.24,40
711,0,24.18,40
712,0,24.22,40
713,0,24.6,40
714,0,24.63,40
715,0,24.31,40
716,0,24.5,40
717,0,24.04,40
718,0,23.93,40
719,0,24.46,40
720,0,24.26,40
721,0,24.15,40
722,0,24.13,40
723,0,23.99,40
724,0,24.3,40
725,0,24.0,40
726,0,24.31,40
727,0,24.15,40
728,0,24.18,40
729,0,24.08,40
730,0,22.99,40
731,0,24.29,40
732,0,23.76,40
733,0,24.12,40
734,0,24.29,40
735,0,24.26,40
736,0,24.26,40
737,0,24.09,40
738,0,24.44,40
739,0,24.22,40
740,0,24.27,40
741,0,24.39,40
742,0,24.41,40
743,0,24.22,40
744,0,24.29,40
745,0,24.41,40
746,0,24.26,40
747,0,24.27,40
748,0,24.23,40
749,0,24.31,40
750,0,24.5,40
751,0,24.03,40
752,0,24.41,40
753,0,24.31,40
754,0,24.08,40
755,0,24.27,40
756,0,24.09,40
757,0,24.84,40
758,0,23.8,40
759,0,23.83,40
760,0,24.11,40
761,0,23.98,40
762,0,24.23,40
763,0,24.03,40
764,0,23.63,40
765,0,23.23,40
766,0,24.15,40
767,0,23.86,40
768,0,24.19,40
769,0,23.85,40
770,0,24.25,40
771,0,24.18,40
772,0,24.03,40
773,0,24.25,40
774,0,23.83,40
775,0,24.06,40
776,0,23.89,40
777,0,23.97,40
778,0,24.12,40
779,0,23.95,40
780,0,23.87,40
781,0,23.87,40
782,0,24.03,40
783,0,23.92,40
784,0,23.98,40
785,0,24.06,40
786,0,23.92,40
787,0,23.93,40
788,0,23.75,40
789,0,23.8,40
790,0,23.85,40
791,0,24.0,40
792,0,24.08,40
793,0,24.21,40
794,0,24.08,40
795,0,23.9,40
796,0,24.06,40
797,0,23.98,40
798,0,24.19,40
799,0,24.03,40
800,0,24.26,40
801,0,24.15,40
802,0,24.09,40
803,0,24.1,40
804,0,24.03,40
805,0,23.63,40
806,0,24.31,40
807,0,24.1,40
808,0,23.87,40
809,0,23.83,40
810,0,23.89,40
811,0,23.74,40
812,0,23.76,40
813,0,23.74,40
814,0,23.92,40
815,0,23.89,40
816,0,23.67,40
817,0,23.85,40
818,0,23.23,40
819,0,23.95,40
820,0,23.89,40
821,0,23.86,40
822,0,23.86,40
823,0,23.92,40
824,0,23.76,40
825,0,23.76,40
826,0,23.92,40
827,0,23.76,40
828,0,23.99,40
829,0,24.21,40
830,0,23.94,40
831,0,24.12,40
832,0,23.98,40
833,0,24.2,40
834,0,23.92,40
835,0,23.65,40
836,0,23.99,40
837,0,24.03,40
838,0,24.03,40
839,0,23.92,40
840,0,23.87,40
841,0,24.05,40
842,0,24.22,40
843,0,23.49,40
844,0,23.52,40
845,0,23.66,40
846,0,24.03,40
847,0,24.03,40
848,0,23.87,40
849,0,23.98,40
850,0,23.58,40
851,0,24.12,40
852,0,23.75,40
853,0,23.98,40
854,0,23.66,40
855,0,23.68,40
856,0,23.92,40
857,0,23.95,40
858,0,23.83,40
859,0,23.83,40
860,0,23.6,40
861,0,23.57,40
862,0,23.63,40
863,0,24.03,40
864,0,23.76,40
865,0,23.46,40
866,0,24.18,40
867,0,23.74,40
868,0,23.81,40
869,0,23.64,40
870,0,23.92,40
871,0,23.75,40
872,0,23.86,40
873,0,23.86,40
874,0,23.86,40
875,0,23.85,40
876,0,23.74,40
877,0,24.01,40
878,0,23.08,40
879,0,24.15,40
880,0,23.63,40
881,0,23.91,40
882,0,23.83,40
883,0,23.66,40
884,0,23.66,40
885,0,23.69,40
886,0,23.54,40
887,0,23.94,40
888,0,23.77,40
889,0,23.8,40
890,0,23.58,40
891,0,23.74,40
892,0,23.97,40
893,0,24.01,40
894,0,23.98,40
895,0,23.9,40
896,0,23.74,40
897,0,23.64,40
898,0,23.85,40
899,0,23.71,40
900,0,23.52,40
901,0,23.74,40
902,0,23.77,40
903,0,23.69,40
904,0,23.67,40
905,0,23.63,40
906,0,23.74,40
907,0,23.75,40
908,0,23.69,40
909,0,23.75,40
910,0,23.75,40
911,0,23.98,40
912,0,23.62,40
913,0,23.6,40
914,0,23.85,40
915,0,23.85,40
916,0,23.63,40
917,0,23.39,40
918,0,23.72,40
919,0,23.66,40
920,0,23.83,40
921,0,23.83,40
922,0,23.81,40
923,0,23.72,40
924,0,23.41,40
925,0,23.8,40
926,0,23.69,40
927,0,23.18,40
928,0,24.25,40
929,0,23.64,40
930,0,23.81,40
931,0,24.41,40
932,0,23.62,40
933,0,23.35,40
934,0,23.84,40
935,0,23.82,40
936,0,24.0,40
937,0,23.79,40
938,0,23.8,40
939,0,23.63,40
940,0,23.16,40
941,0,24.08,40
942,0,23.63,40
943,0,23.69,40
944,0,23.81,40
945,0,23.9,40
946,0,23.8,40
947,0,23.63,40
948,0,23.67,40
949,0,23.75,40
950,0,23.74,40
951,0,23.59,40
952,0,23.85,40
953,0,23.77,40
954,0,23.7,40
955,0,23.57,40
956,0,23.75,40
957,0,23.91,40
958,0,23.98,40
959,0,23.46,40
960,0,23.8,40
961,0,23.63,40
962,0,23.66,40
963,0,23.65,40
964,0,23.85,40
965,0,23.75,40
966,0,23.63,40
967,0,23.56,40
968,0,24.06,40
969,0,23.74,40
970,0,23.39,40
971,0,23.43,40
972,0,23.56,40
973,0,23.64,40
974,0,23.69,40
975,0,23.72,40
976,0,23.77,40
977,0,23.39,40
978,0,23.41,40
979,0,22.59,40
980,0,24.46,40
981,0,23.63,40
982,0,23.46,40
983,0,23.62,40
984,0,22.66,40
985,0,23.69,40
986,0,23.54,40
987,0,22.37,40
988,0,23.05,40
989,0,23.66,40
990,0,23.06,40
991,0,23.95,40
992,0,23.57,40
993,0,23.39,40
994,0,23.59,40
995,0,25.98,40
996,0,23.8,40
997,0,23.83,40
998,0,23.79,40
999,0,23.45,40
1000,0,23.51,40
1001,0,23.51,40
1002,0,26.06,40
1003,0,23.87,40
1004,0,24.08,40
1005,0,23.7,40
1006,0,23.86,40
1007,0,22.8,40
1008,0,23.66,40
1009,0,23.5,40
1010,0,24.73,40
1011,0,23.57,40
1012,0,23.52,40
1013,0,23.64,40
1014,0,23.57,40
1015,0,23.46,40
1016,0,23.41,40
1017,0,23.26,40
1018,0,23.74,40
1019,0,23.74,40
1020,0,23.64,40
1021,0,23.57,40
1022,0,23.66,40
1023,0,23.18,40
1024,0,23.51,40
1025,0,23.57,40
1026,0,23.46,40
1027,0,24.09,40
1028,0,23.14,40
1029,0,23.63,40
1030,0,23.6,40
1031,0,23.6,40
1032,0,23.26,40
1033,0,23.55,40
1034,0,23.8,40
1035,0,23.41,40
1036,0,23.72,40
1037,0,23.57,40
1038,0,23.57,40
1039,0,23.74,40
1040,0,23.59,40
1041,0,23.5,40
1042,0,23.64,40
1043,0,23.63,40
1044,0,23.75,40
1045,0,23.52,40
1046,0,23.49,40
1047,0,23.63,40
1048,0,23.34,40
1049,0,23.34,40
1050,0,24.67,40
1051,0,20.74,40
1052,0,23.52,40
1053,0,23.79,40
1054,0,23.49,40
1055,0,23.8,40
1056,0,23.34,40
1057,0,23.6,40
1058,0,23.66,40
1059,0,23.64,40
1060,0,23.67,40
1061,0,23.57,40
1062,0,23.57,40
1063,0,23.37,40
1064,0,23.54,40
1065,0,24.1,40
1066,0,23.66,40
1067,0,23.37,40
1068,0,20.63,40
1069,0,23.69,40
1070,0,23.43,40
1071,0,23.92,40
1072,0,23.63,40
1073,0,23.57,40
1074,0,22.35,40
1075,0,23.6,40
1076,0,23.39,40
1077,0,23.44,40
1078,0,22.85,40
1079,0,23.26,40
1080,0,23.37,40
1081,0,23.34,40
1082,0,23.46,40
1083,0,23.44,40
1084,0,23.46,40
1085,0,20.97,40
1086,0,23.46,40
1087,0,23.57,40
1088,0,23.66,40
1089,0,23.43,40
1090,0,23.75,40
1091,0,23.47,40
1092,0,23.52,40
1093,0,23.25,40
1094,0,23.62,40
1095,0,23.4,40
1096,0,23.45,40
1097,0,23.43,40
1098,0,23.17,40
1099,0,23.52,40
1100,0,23.99,40
1101,0,23.29,40
1102,0,23.69,40
1103,0,23.69,40
1104,0,23.41,40
1105,0,23.4,40
1106,0,23.59,40
1107,0,23.57,40
1108,0,23.47,40
1109,0,23.81,40
1110,0,23.34,40
1111,0,23.49,40
1112,0,24.3,40
1113,0,23.57,40
1114,0,23.35,40
1115,0,23.53,40
1116,0,23.54,40
1117,0,24.04,40
1118,0,23.24,40
1119,0,24.32,40
1120,0,23.52,40
1121,0,23.29,40
1122,0,23.33,40
1123,0,23.28,40
1124,0,23.97,40
1125,0,23.43,40
1126,0,23.29,40
1127,0,23.08,40
1128,0,21.88,40
1129,0,23.47,40
1130,0,23.33,40
1131,0,23.52,40
1132,0,23.6,40
1133,0,23.25,40
1134,0,21.91,40
1135,0,23.34,40
1136,0,23.46,40
1137,0,23.37,40
1138,0,23.41,40
1139,0,23.59,40
1140,0,23.31,40
1141,0,23.28,40
1142,0,22.22,40
1143,0,23.4,40
1144,0,23.31,40
1145,0,23.77,40
1146,0,23.28,40
1147,0,23.4,40
1148,0,23.32,40
1149,0,23.66,40
1150,0,23.72,40
1151,0,23.52,40
1152,0,23.51,40
1153,0,23.52,40
1154,0,22.95,40
1155,0,23.34,40
1156,0,23.43,40
1157,0,23.98,40
1158,0,23.17,40
1159,0,23.51,40
1160,0,23.05,40
1161,0,23.37,40
1162,0,23.51,40
1163,0,23.98,40
1164,0,23.7,40
1165,0,23.18,40
1166,0,23.34,40
1167,0,23.29,40
1168,0,22.83,40
1169,0,23.16,40
1170,0,23.45,40
1171,0,23.2,40
1172,0,23.49,40
1173,0,23.67,40
1174,0,23.41,40
1175,0,23.61,40
1176,0,22.74,40
1177,0,23.24,40
1178,0,23.52,40
1179,0,23.14,40
1180,0,21.84,40
1181,0,23.49,40
1182,0,23.42,40
1183,0,23.57,40
1184,0,23.0,40
1185,0,23.58,40
1186,0,23.62,40
1187,0,23.23,40
1188,0,23.63,40
1189,0,23.9,40
1190,0,23.46,40
1191,0,23.35,40
1192,0,23.4,40
1193,0,23.63,40
1194,0,23.31,40
1195,0,23.36,40
1196,0,23.52,40
1197,0,23.4,40
1198,0,23.33,40
1199,0,24.01,40
1200,0,23.63,40
1201,0,23.75,40
1202,0,23.72,40
1203,0,23.4,40
1204,0,23.41,40
1205,0,23.05,40
1206,0,23.86,40
1207,0,23.4,40
1208,0,23.46,40
1209,0,17.48,40
1210,0,23.32,40
1211,0,23.39,40
1212,0,23.26,40
1213,0,23.23,40
1214,0,23.25,40
1215,0,23.44,40
1216,0,23.51,40
1217,0,23.55,40
1218,0,22.89,40
1219,0,23.39,40
1220,0,23.46,40
1221,0,23.41,40
1222,0,23.28,40
1223,0,23.34,40
1224,0,23.27,40
1225,0,23.23,40
1226,0,23.23,40
1227,0,23.54,40
1228,0,23.45,40
1229,0,23.29,40
1230,0,23.2,40
1231,0,23.34,40
1232,0,23.11,40
1233,0,23.28,40
1234,0,23.17,40
1235,0,23.42,40
1236,0,23.57,40
1237,0,23.23,40
1238,0,23.41,40
1239,0,23.26,40
1240,0,23.23,40
1241,0,23.49,40
1242,0,23.08,40
1243,0,23.54,40
1244,0,23.34,40
1245,0,23.47,40
1246,0,23.3,40
1247,0,23.72,40
1248,0,23.74,40
1249,0,24.03,40
1250,0,23.45,40
1251,0,23.5,40
1252,0,23.26,40
1253,0,23.26,40
1254,0,23.26,40
1255,0,23.6,40
1256,0,23.7,40
1257,0,23.26,40
1258,0,23.17,40
1259,0,23.6,40
1260,0,23.17,40
1261,0,23.27,40
1262,0,24.59,40
1263,0,23.27,40
1264,0,23.28,40
1265,0,24.27,40
1266,0,23.0,40
1267,0,23.8,40
1268,0,23.34,40
1269,0,23.23,40
1270,0,23.39,40
1271,0,23.16,40
1272,0,23.37,40
1273,0,23.34,40
1274,0,23.41,40
1275,0,23.37,40
1276,0,23.35,40
1277,0,23.43,40
1278,0,23.4,40
1279,0,23.34,40
1280,0,23.29,40
1281,0,23.43,40
1282,0,23.45,40
1283,0,24.74,40
1284,0,23.2,40
1285,0,23.4,40
1286,0,23.49,40
1287,0,23.34,40
1288,0,23.53,40
1289,0,23.2,40
1290,0,23.31,40
1291,0,23.37,40
1292,0,23.28,40
1293,0,23.31,40
1294,0,23.44,40
1295,0,23.4,40
1296,0,23.34,40
1297,0,23.12,40
1298,0,23.31,40
1299,0,23.23,40
1300,0,23.37,40
1301,0,23.06,40
1302,0,23.26,40
1303,0,23.27,40
1304,0,23.31,40
1305,0,22.91,40
1306,0,23.54,40
1307,0,23.57,40
1308,0,23.49,40
1309,0,23.29,40
1310,0,23.37,40
1311,0,23.44,40
1312,0,23.52,40
1313,0,23.34,40
1314,0,23.41,40
1315,0,23.13,40
1316,0,23.36,40
1317,0,23.18,40
1318,0,21.84,40
1319,0,23.48,40
1320,0,22.34,40
1321,0,23.07,40
1322,0,23.28,40
1323,0,23.06,40
1324,0,23.11,40
1325,0,23.41,40
1326,0,23.11,40
1327,0,22.43,40
1328,0,22.95,40
1329,0,22.97,40
1330,0,23.17,40
1331,0,23.29,40
1332,0,23.33,40
1333,0,24.26,40
1334,0,23.48,40
1335,0,23.34,40
1336,0,24.35,40
1337,0,23.29,40
1338,0,23.17,40
1339,0,23.27,40
1340,0,23.26,40
1341,0,23.27,40
1342,0,23.17,40
1343,0,23.28,40
1344,0,23.17,40
1345,0,23.18,40
1346,0,23.06,40
1347,0,27.3,40
1348,0,24.53,40
1349,0,23.16,40
1350,0,22.62,40
1351,0,24.32,40
1352,0,23.41,40
1353,0,23.44,40
1354,0,22.88,40
1355,0,23.17,40
1356,0,23.4,40
1357,0,23.23,40
1358,0,23.18,40
