Tempo,Temperatura,Amostra,setpoint,duty,y_controller,pwm
1.02,21.9,0,12.0,100,4.07,0
3.02,21.8,1,12.0,100,3.97,0
5.02,21.8,2,12.0,100,3.92,0
7.02,21.8,3,12.0,100,3.88,0
9.02,21.7,4,12.0,100,3.78,0
11.02,21.6,5,12.0,100,3.68,0
13.02,21.6,6,12.0,100,3.65,0
15.02,21.5,7,12.0,100,3.56,0
17.02,21.5,8,12.0,100,3.53,0
19.02,21.4,9,12.0,100,3.44,0
21.02,21.3,10,12.0,100,3.36,0
23.02,21.3,11,12.0,100,3.33,0
25.02,21.2,12,12.0,100,3.25,0
27.02,21.1,13,12.0,100,3.17,0
29.02,21.0,14,12.0,100,3.1,0
31.02,20.9,15,12.0,100,3.02,0
33.02,20.8,16,12.0,100,2.95,0
35.02,20.8,17,12.0,100,2.94,0
37.02,20.7,18,12.0,100,2.87,0
39.02,20.5,19,12.0,100,2.74,0
41.02,20.4,20,12.0,100,2.68,0
43.02,20.4,21,12.0,100,2.68,0
45.02,20.3,22,12.0,100,2.61,0
47.02,20.2,23,12.0,100,2.55,0
49.02,20.1,24,12.0,29,2.5,46530
51.02,20.0,25,12.0,29,2.44,46530
53.02,19.9,26,12.0,28,2.38,47186
55.02,19.8,27,12.0,28,2.33,47186
57.02,19.7,28,12.0,27,2.27,47841
59.02,19.7,29,12.0,27,2.28,47841
61.02,19.6,30,12.0,27,2.23,47841
63.02,19.5,31,12.0,26,2.18,48496
65.02,19.5,32,12.0,26,2.19,48496
67.02,19.3,33,12.0,24,2.08,49807
69.02,19.3,34,12.0,24,2.09,49807
71.02,19.2,35,12.0,24,2.04,49807
73.02,19.1,36,12.0,23,2.0,50462
75.02,19.0,37,12.0,23,1.95,50462
77.02,19.0,38,12.0,23,1.97,50462
79.02,18.9,39,12.0,23,1.92,50462
81.02,18.8,40,12.0,22,1.88,51118
83.02,18.7,41,12.0,22,1.83,51118
85.02,18.7,42,12.0,22,1.85,51118
87.02,18.6,43,12.0,22,1.81,51118
89.02,18.6,44,12.0,22,1.82,51118
91.02,18.5,45,12.0,21,1.78,51773
93.02,18.4,46,12.0,21,1.74,51773
95.02,18.3,47,12.0,19,1.7,53084
97.02,18.3,48,12.0,21,1.72,51773
99.02,18.2,49,12.0,19,1.67,53084
101.02,18.1,50,12.0,19,1.63,53084
