Tempo,Temperatura,Amostra,setpoint,duty,y_controller,pwm
0.86,22.8,0,16.0,85,2.12,9831
2.86,22.8,1,16.0,85,2.12,9831
4.86,22.8,2,16.0,85,2.12,9831
6.86,22.9,3,16.0,85,2.18,9831
8.86,22.9,4,16.0,85,2.17,9831
10.86,22.9,5,16.0,85,2.17,9831
12.86,23.0,6,16.0,85,2.23,9831
14.86,23.0,7,16.0,85,2.22,9831
16.86,23.0,8,16.0,85,2.22,9831
18.86,23.1,9,16.0,85,2.28,9831
20.86,23.1,10,16.0,85,2.27,9831
22.86,23.2,11,16.0,85,2.33,9831
24.86,23.2,12,16.0,85,2.32,9831
26.86,23.3,13,16.0,85,2.38,9831
28.86,23.3,14,16.0,85,2.37,9831
30.86,23.3,15,16.0,85,2.37,9831
32.86,23.3,16,16.0,85,2.36,9831
34.86,23.3,17,16.0,85,2.36,9831
36.86,23.4,18,16.0,85,2.42,9831
38.86,23.4,19,16.0,85,2.41,9831
40.86,23.4,20,16.0,85,2.41,9831
42.86,23.3,21,16.0,85,2.34,9831
44.86,23.3,22,16.0,85,2.34,9831
46.86,23.3,23,16.0,85,2.34,9831
48.86,23.3,24,16.0,85,2.33,9831
50.86,23.3,25,16.0,85,2.33,9831
52.85,23.2,26,16.0,85,2.27,9831
54.85,23.2,27,16.0,85,2.27,9831
56.85,23.2,28,16.0,85,2.27,9831
58.85,23.1,29,16.0,85,2.21,9831
60.85,23.1,30,16.0,85,2.21,9831
62.85,23.0,31,16.0,85,2.15,9831
64.85,23.0,32,16.0,85,2.16,9831
66.85,23.0,33,16.0,85,2.16,9831
68.85,22.9,34,16.0,85,2.1,9831
70.85,22.8,35,16.0,85,2.05,9831
72.85,22.8,36,16.0,85,2.05,9831
74.85,22.7,37,16.0,85,2.0,9831
76.85,22.6,38,16.0,23,1.95,50462
78.85,22.5,39,16.0,22,1.9,51118
80.85,22.5,40,16.0,23,1.91,50462
82.85,22.4,41,16.0,22,1.85,51118
84.85,22.4,42,16.0,22,1.87,51118
86.85,22.3,43,16.0,22,1.82,51118
88.85,22.2,44,16.0,21,1.77,51773
90.85,22.1,45,16.0,21,1.72,51773
92.85,22.0,46,16.0,19,1.67,53084
94.85,22.0,47,16.0,19,1.69,53084
96.85,21.9,48,16.0,19,1.64,53084
98.85,21.8,49,16.0,18,1.59,53739
100.85,21.7,50,16.0,18,1.55,53739
102.85,21.6,51,16.0,18,1.51,53739
104.85,21.5,52,16.0,17,1.46,54395
106.85,21.5,53,16.0,17,1.48,54395
108.85,21.4,54,16.0,17,1.44,54395
110.85,21.3,55,16.0,16,1.4,55050
112.85,21.3,56,16.0,17,1.42,54395
114.85,21.2,57,16.0,16,1.37,55050
116.85,21.0,58,16.0,14,1.27,56361
118.85,21.0,59,16.0,14,1.29,56361
120.85,20.9,60,16.0,14,1.25,56361
122.85,20.8,61,16.0,14,1.21,56361
124.85,20.8,62,16.0,14,1.24,56361
126.85,20.7,63,16.0,13,1.2,57016
128.85,20.6,64,16.0,13,1.16,57016
130.85,20.5,65,16.0,13,1.12,57016
132.85,20.4,66,16.0,12,1.08,57671
134.85,20.3,67,16.0,12,1.04,57671
136.85,20.3,68,16.0,12,1.07,57671
138.85,20.1,69,16.0,11,0.97,58327
140.85,20.0,70,16.0,11,0.93,58327
142.85,20.0,71,16.0,11,0.96,58327
144.85,19.9,72,16.0,11,0.92,58327
146.85,19.9,73,16.0,11,0.95,58327
148.85,19.8,74,16.0,11,0.91,58327
150.84,19.7,75,16.0,9,0.87,59637
152.84,19.7,76,16.0,9,0.9,59637
154.84,19.6,77,16.0,9,0.86,59637
156.84,19.5,78,16.0,9,0.83,59637
158.84,19.5,79,16.0,9,0.85,59637
160.84,19.4,80,16.0,9,0.81,59637
162.84,19.4,81,16.0,9,0.84,59637
164.84,19.3,82,16.0,9,0.8,59637
166.84,19.2,83,16.0,8,0.76,60293
168.84,19.2,84,16.0,8,0.79,60293
170.84,19.1,85,16.0,8,0.75,60293
172.84,19.1,86,16.0,8,0.77,60293
174.84,19.0,87,16.0,8,0.74,60293
176.84,19.0,88,16.0,8,0.76,60293
178.84,18.9,89,16.0,8,0.72,60293
180.84,18.8,90,16.0,7,0.68,60948
182.84,18.8,91,16.0,8,0.71,60293
184.84,18.7,92,16.0,7,0.67,60948
186.84,18.7,93,16.0,7,0.69,60948
188.84,18.6,94,16.0,7,0.65,60948
190.84,18.6,95,16.0,7,0.68,60948
192.84,18.5,96,16.0,7,0.64,60948
194.84,18.5,97,16.0,7,0.66,60948
196.84,18.4,98,16.0,7,0.62,60948
198.84,18.4,99,16.0,7,0.64,60948
200.84,18.3,100,16.0,7,0.6,60948
202.84,18.3,101,16.0,7,0.63,60948
204.84,18.2,102,16.0,6,0.59,61603
206.84,18.2,103,16.0,7,0.61,60948
208.84,18.1,104,16.0,6,0.57,61603
210.84,18.1,105,16.0,6,0.59,61603
212.84,18.0,106,16.0,6,0.55,61603
214.84,18.0,107,16.0,6,0.57,61603
216.84,18.0,108,16.0,6,0.59,61603
218.84,17.9,109,16.0,6,0.55,61603
220.84,17.9,110,16.0,6,0.57,61603
222.84,17.8,111,16.0,6,0.53,61603
224.84,17.8,112,16.0,6,0.55,61603
226.84,17.7,113,16.0,6,0.5,61603
228.84,17.7,114,16.0,6,0.52,61603
230.84,17.7,115,16.0,6,0.54,61603
232.84,17.6,116,16.0,4,0.5,62914
234.83,17.6,117,16.0,6,0.52,61603
236.83,17.5,118,16.0,4,0.48,62914
238.83,17.5,119,16.0,4,0.49,62914
240.83,17.4,120,16.0,4,0.45,62914
242.83,17.4,121,16.0,4,0.47,62914
244.83,17.4,122,16.0,4,0.49,62914
246.83,17.3,123,16.0,4,0.44,62914
248.83,17.3,124,16.0,4,0.46,62914
250.83,17.3,125,16.0,4,0.48,62914
252.83,17.2,126,16.0,4,0.43,62914
254.83,17.2,127,16.0,4,0.45,62914
256.83,17.2,128,16.0,4,0.47,62914
258.83,17.1,129,16.0,4,0.42,62914
260.83,17.1,130,16.0,4,0.44,62914
262.83,17.1,131,16.0,4,0.46,62914
264.83,17.0,132,16.0,4,0.41,62914
266.83,17.0,133,16.0,4,0.43,62914
268.83,17.0,134,16.0,4,0.44,62914
270.83,16.9,135,16.0,3,0.4,63569
272.83,16.9,136,16.0,4,0.41,62914
274.83,16.8,137,16.0,3,0.37,63569
276.83,16.8,138,16.0,3,0.38,63569
278.83,16.8,139,16.0,3,0.4,63569
280.83,16.8,140,16.0,4,0.41,62914
282.83,16.8,141,16.0,4,0.42,62914
284.83,16.7,142,16.0,3,0.38,63569
286.83,16.7,143,16.0,3,0.39,63569
288.83,16.7,144,16.0,4,0.4,62914
290.83,16.6,145,16.0,3,0.36,63569
292.83,16.6,146,16.0,3,0.37,63569
294.83,16.6,147,16.0,3,0.38,63569
296.83,16.5,148,16.0,3,0.34,63569
298.83,16.5,149,16.0,3,0.35,63569
300.83,16.5,150,16.0,3,0.36,63569
302.83,16.5,151,16.0,3,0.37,63569
304.83,16.5,152,16.0,3,0.39,63569
306.83,16.4,153,16.0,3,0.34,63569
308.83,16.4,154,16.0,3,0.35,63569
310.83,16.4,155,16.0,3,0.36,63569
312.83,16.4,156,16.0,3,0.37,63569
314.83,16.4,157,16.0,3,0.38,63569
316.83,16.3,158,16.0,3,0.33,63569
318.83,16.3,159,16.0,3,0.35,63569
320.83,16.3,160,16.0,3,0.36,63569
322.83,16.2,161,16.0,3,0.31,63569
324.83,16.2,162,16.0,3,0.32,63569
326.83,16.2,163,16.0,3,0.33,63569
328.83,16.2,164,16.0,3,0.34,63569
330.83,16.2,165,16.0,3,0.35,63569
332.83,16.1,166,16.0,2,0.3,64225
334.83,16.1,167,16.0,3,0.31,63569
336.83,16.1,168,16.0,3,0.32,63569
338.82,16.1,169,16.0,3,0.33,63569
340.82,16.1,170,16.0,3,0.34,63569
342.82,16.1,171,16.0,3,0.35,63569
344.82,16.1,172,16.0,3,0.36,63569
346.82,16.0,173,16.0,3,0.3,63569
348.82,16.0,174,16.0,3,0.31,63569
350.82,16.0,175,16.0,3,0.32,63569
352.82,16.0,176,16.0,3,0.33,63569
354.82,16.0,177,16.0,3,0.34,63569
356.82,16.0,178,16.0,3,0.35,63569
358.82,16.0,179,16.0,3,0.35,63569
360.82,15.9,180,16.0,3,0.3,63569
362.82,15.9,181,16.0,3,0.31,63569
364.82,15.9,182,16.0,3,0.32,63569
366.82,15.9,183,16.0,3,0.32,63569
368.82,15.9,184,16.0,3,0.33,63569
370.82,15.8,185,16.0,2,0.28,64225
372.82,15.8,186,16.0,2,0.29,64225
374.82,15.8,187,16.0,2,0.29,64225
376.82,15.8,188,16.0,3,0.3,63569
378.82,15.8,189,16.0,3,0.31,63569
380.82,15.8,190,16.0,3,0.32,63569
382.82,15.8,191,16.0,3,0.32,63569
384.82,15.7,192,16.0,2,0.27,64225
386.82,15.7,193,16.0,2,0.27,64225
388.82,15.7,194,16.0,2,0.28,64225
390.82,15.7,195,16.0,2,0.29,64225
392.82,15.7,196,16.0,2,0.29,64225
394.82,15.7,197,16.0,3,0.3,63569
396.82,15.7,198,16.0,3,0.31,63569
398.82,15.7,199,16.0,3,0.31,63569
400.82,15.7,200,16.0,3,0.32,63569
402.82,15.7,201,16.0,3,0.32,63569
404.82,15.6,202,16.0,2,0.27,64225
406.82,15.6,203,16.0,2,0.27,64225
408.82,15.6,204,16.0,2,0.28,64225
410.82,15.6,205,16.0,2,0.28,64225
412.82,15.6,206,16.0,2,0.29,64225
414.82,15.6,207,16.0,2,0.3,64225
416.82,15.6,208,16.0,2,0.3,64225
418.82,15.5,209,16.0,2,0.24,64225
420.82,15.5,210,16.0,2,0.25,64225
422.82,15.5,211,16.0,2,0.26,64225
424.82,15.5,212,16.0,2,0.26,64225
426.82,15.5,213,16.0,2,0.27,64225
428.82,15.5,214,16.0,2,0.27,64225
430.82,15.5,215,16.0,2,0.28,64225
432.82,15.5,216,16.0,2,0.28,64225
434.82,15.5,217,16.0,2,0.28,64225
436.82,15.5,218,16.0,2,0.29,64225
438.82,15.5,219,16.0,2,0.29,64225
440.82,15.5,220,16.0,2,0.3,64225
442.82,15.5,221,16.0,2,0.3,64225
444.82,15.4,222,16.0,2,0.24,64225
446.82,15.4,223,16.0,2,0.25,64225
448.82,15.4,224,16.0,2,0.25,64225
450.81,15.4,225,16.0,2,0.26,64225
452.81,15.4,226,16.0,2,0.26,64225
454.81,15.4,227,16.0,2,0.26,64225
456.81,15.4,228,16.0,2,0.27,64225
458.81,15.4,229,16.0,2,0.27,64225
460.81,15.4,230,16.0,2,0.27,64225
462.81,15.4,231,16.0,2,0.28,64225
464.81,15.4,232,16.0,2,0.28,64225
466.81,15.4,233,16.0,2,0.28,64225
468.81,15.4,234,16.0,2,0.29,64225
470.81,15.4,235,16.0,2,0.29,64225
472.81,15.4,236,16.0,2,0.29,64225
474.81,15.3,237,16.0,2,0.23,64225
476.81,15.3,238,16.0,2,0.24,64225
