Tempo,Temperatura,Amostra,setpoint,duty,y_controller,pwm
5.85,13.9,0,16.0,15,-2.31,55705
11.85,13.8,1,16.0,15,-2.42,55705
17.86,13.8,2,16.0,15,-2.54,55705
23.86,13.8,3,16.0,15,-2.54,55705
30.03,13.8,4,16.0,15,-2.55,55705
36.11,13.8,5,16.0,15,-2.55,55705
42.14,13.8,6,16.0,15,-2.56,55705
48.16,13.8,7,16.0,15,-2.56,55705
54.17,13.8,8,16.0,15,-2.57,55705
60.17,13.9,9,16.0,15,-2.57,55705
66.18,13.9,10,16.0,15,-2.46,55705
72.18,13.9,11,16.0,15,-2.47,55705
78.18,14.0,12,16.0,15,-2.47,55705
84.19,14.1,13,16.0,15,-2.37,55705
90.19,14.1,14,16.0,15,-2.26,55705
96.19,14.2,15,16.0,15,-2.26,55705
102.19,14.3,16,16.0,15,-2.15,55705
108.2,14.3,17,16.0,15,-2.05,55705
114.2,14.4,18,16.0,15,-2.05,55705
120.2,14.5,19,16.0,15,-1.94,55705
126.21,14.5,20,16.0,15,-1.83,55705
132.21,14.6,21,16.0,15,-1.84,55705
138.21,14.7,22,16.0,15,-1.73,55705
144.21,14.7,23,16.0,15,-1.62,55705
150.22,14.7,24,16.0,15,-1.62,55705
156.22,14.8,25,16.0,15,-1.62,55705
162.22,14.9,26,16.0,15,-1.51,55705
168.22,14.9,27,16.0,15,-1.41,55705
174.23,15.0,28,16.0,15,-1.41,55705
180.23,15.1,29,16.0,15,-1.3,55705
186.23,15.1,30,16.0,15,-1.19,55705
192.24,15.2,31,16.0,15,-1.19,55705
198.24,15.2,32,16.0,15,-1.08,55705
204.24,15.3,33,16.0,15,-1.08,55705
210.24,15.4,34,16.0,15,-0.97,55705
216.25,15.5,35,16.0,15,-0.86,55705
222.25,15.5,36,16.0,15,-0.75,55705
228.25,15.5,37,16.0,15,-0.75,55705
234.26,15.6,38,16.0,15,-0.75,55705
240.26,15.6,39,16.0,15,-0.64,55705
246.26,15.7,40,16.0,15,-0.64,55705
252.26,15.7,41,16.0,15,-0.53,55705
258.27,15.8,42,16.0,15,-0.53,55705
264.27,15.8,43,16.0,15,-0.42,55705
270.27,15.9,44,16.0,15,-0.42,55705
276.28,15.9,45,16.0,15,-0.31,55705
282.28,15.9,46,16.0,15,-0.31,55705
288.26,16.0,47,16.0,15,-0.31,55705
294.2,16.0,48,16.0,15,-0.2,55705
300.17,16.1,49,16.0,15,-0.2,55705
306.16,16.1,50,16.0,15,-0.09,55705
312.15,16.1,51,16.0,15,-0.09,55705
318.15,16.1,52,16.0,15,-0.09,55705
324.14,16.2,53,16.0,15,-0.09,55705
330.14,16.2,54,16.0,15,0.02,55705
336.14,16.2,55,16.0,15,0.02,55705
342.13,16.3,56,16.0,15,0.02,55705
348.13,16.3,57,16.0,15,0.13,55705
354.13,16.3,58,16.0,15,0.14,55705
360.13,16.4,59,16.0,15,0.14,55705
366.14,16.4,60,16.0,15,0.25,55705
372.14,16.4,61,16.0,15,0.25,55705
378.14,16.4,62,16.0,15,0.25,55705
384.14,16.5,63,16.0,15,0.25,55705
390.14,16.5,64,16.0,11,0.36,58327
396.14,16.5,65,16.0,11,0.36,58327
402.14,16.5,66,16.0,11,0.37,58327
408.14,16.6,67,16.0,11,0.37,58327
414.14,16.6,68,16.0,16,0.48,55050
420.14,16.6,69,16.0,16,0.48,55050
426.14,16.6,70,16.0,16,0.48,55050
432.13,16.7,71,16.0,16,0.48,55050
438.13,16.7,72,16.0,21,0.6,51773
444.13,16.7,73,16.0,21,0.6,51773
450.13,16.7,74,16.0,21,0.6,51773
456.13,16.7,75,16.0,21,0.6,51773
462.13,16.7,76,16.0,26,0.6,48496
468.12,16.7,77,16.0,26,0.6,48496
474.12,16.8,78,16.0,26,0.6,48496
480.12,16.8,79,16.0,31,0.72,45220
486.12,16.8,80,16.0,31,0.72,45220
492.12,16.8,81,16.0,31,0.72,45220
498.12,16.8,82,16.0,31,0.72,45220
504.11,16.8,83,16.0,31,0.72,45220
510.11,16.8,84,16.0,31,0.72,45220
516.11,16.7,85,16.0,31,0.73,45220
522.11,16.8,86,16.0,26,0.62,48496
528.11,16.7,87,16.0,31,0.73,45220
534.11,16.7,88,16.0,26,0.62,48496
540.1,16.7,89,16.0,26,0.62,48496
546.1,16.7,90,16.0,26,0.62,48496
552.1,16.6,91,16.0,26,0.62,48496
558.1,16.7,92,16.0,21,0.51,51773
564.1,16.6,93,16.0,26,0.63,48496
570.09,16.6,94,16.0,21,0.52,51773
576.09,16.5,95,16.0,21,0.52,51773
582.09,16.5,96,16.0,16,0.41,55050
588.09,16.5,97,16.0,16,0.41,55050
594.09,16.5,98,16.0,16,0.41,55050
600.09,16.5,99,16.0,16,0.41,55050
606.08,16.5,100,16.0,16,0.41,55050
612.08,16.5,101,16.0,16,0.41,55050
618.08,16.5,102,16.0,16,0.41,55050
624.08,16.5,103,16.0,16,0.41,55050
630.08,16.5,104,16.0,16,0.41,55050
