Tempo,Temperatura,Amostra,setpoint,duty,y_controller,pwm
0.06,22.5,0,20.0,11,0.96,58327
0.06,22.5,1,20.0,11,0.95,58327
1.72,22.5,2,20.0,11,0.94,58327
3.72,22.5,3,20.0,11,0.93,58327
5.72,22.5,4,20.0,11,0.92,58327
7.72,22.5,5,19.0,18,1.52,53739
9.72,22.5,6,15.5,100,3.61,0
11.72,22.5,7,12.5,100,5.34,0
13.72,22.5,8,12.0,100,5.54,0
15.72,22.5,9,12.0,100,5.43,0
17.72,22.5,10,12.0,100,5.33,0
19.72,22.5,11,12.0,100,5.23,0
21.72,22.5,12,12.0,100,5.13,0
23.72,22.5,13,12.0,100,5.04,0
25.72,22.5,14,12.0,100,4.95,0
27.72,22.5,15,12.0,100,4.87,0
29.72,22.5,16,12.0,100,4.79,0
31.72,22.5,17,12.0,100,4.72,0
33.72,22.5,18,12.0,100,4.64,0
35.72,22.5,19,12.0,100,4.57,0
37.72,22.5,20,12.0,100,4.51,0
39.72,22.5,21,12.0,100,4.45,0
41.72,22.5,22,12.0,100,4.39,0
43.72,22.5,23,12.0,100,4.33,0
45.72,22.5,24,12.0,100,4.27,0
47.72,22.5,25,12.0,100,4.22,0
49.72,22.5,26,12.0,100,4.17,0
51.72,22.5,27,12.0,100,4.12,0
53.72,22.5,28,12.0,100,4.08,0
55.72,22.5,29,12.0,100,4.04,0
57.72,22.5,30,12.0,100,3.99,0
59.72,22.5,31,12.0,100,3.96,0
61.72,22.5,32,12.0,100,3.92,0
63.72,22.5,33,12.0,100,3.88,0
65.72,22.5,34,12.0,100,3.85,0
67.72,22.5,35,12.0,100,3.82,0
69.72,22.5,36,12.0,100,3.79,0
71.72,22.5,37,12.0,100,3.76,0
73.72,22.5,38,12.0,100,3.73,0
75.72,22.5,39,12.0,100,3.71,0
77.72,22.6,40,12.0,100,3.74,0
79.72,22.5,41,12.0,100,3.66,0
81.72,22.5,42,12.0,100,3.63,0
83.72,22.5,43,12.0,100,3.61,0
85.72,22.5,44,12.0,100,3.59,0
87.72,22.6,45,12.0,100,3.63,0
89.72,22.6,46,12.0,100,3.61,0
91.72,22.5,47,12.0,100,3.54,0
93.72,22.5,48,12.0,100,3.52,0
95.72,22.6,49,12.0,100,3.57,0
97.72,22.5,50,12.0,100,3.49,0
99.72,22.6,51,12.0,100,3.54,0
101.72,22.6,52,12.0,100,3.52,0
103.72,22.6,53,12.0,100,3.51,0
105.72,22.6,54,12.0,100,3.5,0
107.72,22.6,55,12.0,100,3.49,0
109.72,22.5,56,12.0,100,3.42,0
111.72,22.6,57,12.0,100,3.47,0
113.72,22.6,58,12.0,100,3.46,0
115.72,22.6,59,12.0,100,3.45,0
117.72,22.6,60,12.0,100,3.44,0
119.72,22.6,61,12.0,100,3.44,0
121.72,22.6,62,12.0,100,3.43,0
123.72,22.6,63,12.0,100,3.42,0
125.72,22.6,64,12.0,100,3.42,0
127.72,22.6,65,12.0,100,3.41,0
129.72,22.6,66,12.0,100,3.41,0
131.72,22.5,67,12.0,100,3.34,0
133.72,22.5,68,12.0,100,3.34,0
135.72,22.6,69,12.0,100,3.4,0
137.72,22.6,70,12.0,100,3.39,0
139.72,22.6,71,12.0,100,3.39,0
141.72,22.5,72,12.0,100,3.33,0
143.72,22.6,73,12.0,100,3.39,0
145.72,22.5,74,12.0,100,3.32,0
147.72,22.6,75,12.0,100,3.38,0
149.72,22.6,76,12.0,100,3.38,0
151.72,22.6,77,12.0,100,3.38,0
153.72,22.6,78,12.0,100,3.38,0
155.72,22.6,79,12.0,100,3.38,0
157.72,22.6,80,12.0,100,3.38,0
159.72,22.6,81,12.0,100,3.38,0
161.72,22.6,82,12.0,100,3.38,0
163.72,22.6,83,12.0,100,3.38,0
165.72,22.6,84,12.0,100,3.38,0
167.72,22.6,85,12.0,100,3.38,0
169.72,22.6,86,12.0,100,3.38,0
171.72,22.6,87,12.0,100,3.38,0
173.72,22.6,88,12.0,100,3.39,0
175.72,22.6,89,12.0,100,3.39,0
177.72,22.7,90,12.0,100,3.45,0
179.72,22.6,91,12.0,100,3.39,0
181.72,22.6,92,12.0,100,3.39,0
183.72,22.7,93,12.0,100,3.45,0
185.72,22.6,94,12.0,100,3.4,0
187.72,22.6,95,12.0,100,3.4,0
189.72,22.6,96,12.0,100,3.4,0
191.72,22.6,97,12.0,100,3.4,0
193.72,22.7,98,12.0,100,3.47,0
195.72,22.7,99,12.0,100,3.47,0
197.72,22.7,100,12.0,100,3.47,0
199.72,22.6,101,12.0,100,3.41,0
201.72,22.7,102,12.0,100,3.48,0
203.72,22.7,103,12.0,100,3.48,0
205.72,22.6,104,12.0,100,3.42,0
207.72,22.7,105,12.0,100,3.49,0
209.72,22.7,106,12.0,100,3.49,0
211.72,22.7,107,12.0,100,3.49,0
213.72,22.7,108,12.0,100,3.49,0
215.72,22.7,109,12.0,100,3.5,0
217.72,22.7,110,12.0,100,3.5,0
219.72,22.7,111,12.0,100,3.5,0
221.72,22.7,112,12.0,100,3.51,0
223.72,22.7,113,12.0,100,3.51,0
225.72,22.7,114,12.0,100,3.51,0
227.72,22.7,115,12.0,100,3.52,0
229.72,22.7,116,11.5,100,3.82,0
231.72,22.8,117,11.5,100,3.88,0
233.72,22.8,118,11.5,100,3.88,0
235.72,22.8,119,11.5,100,3.87,0
237.72,22.7,120,11.5,100,3.81,0
239.72,22.7,121,11.5,100,3.81,0
241.72,22.8,122,11.5,100,3.87,0
243.72,22.8,123,11.5,100,3.87,0
245.72,22.8,124,11.5,100,3.86,0
247.72,22.8,125,11.5,100,3.86,0
249.72,22.8,126,11.5,100,3.86,0
251.72,22.8,127,11.5,100,3.86,0
253.72,22.8,128,11.5,100,3.86,0
255.72,22.8,129,11.5,100,3.86,0
257.72,22.8,130,11.5,100,3.86,0
259.72,22.8,131,11.5,100,3.86,0
261.72,22.8,132,11.5,100,3.86,0
263.72,22.8,133,11.5,100,3.86,0
265.72,22.7,134,11.5,100,3.8,0
267.72,22.8,135,11.5,100,3.86,0
269.72,22.8,136,11.5,100,3.87,0
271.72,22.8,137,11.5,100,3.87,0
273.72,22.8,138,11.5,100,3.87,0
275.72,22.8,139,11.5,100,3.87,0
277.72,22.8,140,11.5,100,3.87,0
279.72,22.8,141,11.5,100,3.88,0
281.72,22.8,142,11.5,100,3.88,0
283.72,22.8,143,11.5,100,3.88,0
285.72,22.8,144,11.5,100,3.88,0
287.72,22.8,145,11.5,100,3.89,0
289.72,22.8,146,11.5,100,3.89,0
291.72,22.8,147,11.5,100,3.89,0
293.72,22.9,148,11.5,100,3.96,0
295.72,22.8,149,11.5,100,3.9,0
297.72,22.8,150,11.5,100,3.9,0
