Tempo,Temperatura
840.91,24.2
844.96,24.2
849.01,24.2
853.06,24.2
857.11,24.2
861.16,24.2
865.21,24.2
869.26,24.1
873.32,24.2
877.37,24.2
881.42,24.2
885.47,24.1
889.53,24.2
893.58,24.2
897.63,24.2
901.68,24.1
905.73,24.1
909.79,24.2
913.84,24.2
917.89,24.2
921.94,24.2
925.99,24.2
930.04,24.2
934.09,24.2
938.14,24.2
942.19,24.2
946.24,24.2
950.29,24.2
954.35,24.2
958.4,24.2
962.45,24.2
966.5,24.2
970.55,24.2
974.6,24.2
978.65,24.2
982.7,24.2
986.75,24.2
990.8,24.2
994.85,24.2
998.9,24.2
1002.95,24.2
1007.0,24.2
1011.05,24.2
1015.1,24.2
1019.15,24.2
1023.2,24.2
1027.25,24.2
1031.3,24.2
1035.35,24.2
1039.4,24.2
1043.46,24.2
1047.51,24.2
1051.56,24.2
1055.61,24.2
1059.66,24.1
1063.72,24.2
1067.77,24.2
1071.82,24.1
1075.87,24.2
1079.92,24.1
1083.97,24.1
1088.02,24.1
1092.07,24.1
1096.13,24.1
1100.18,24.1
1104.23,24.0
1108.28,24.0
1112.33,24.1
1116.38,24.1
1120.44,24.0
1124.49,24.0
1128.54,24.0
1132.59,24.0
1136.64,24.0
1140.69,24.0
1144.74,24.0
1148.79,24.0
1152.84,24.0
1156.89,24.0
1160.94,24.0
1164.99,24.0
1169.05,24.0
1173.1,24.0
1177.15,24.0
1181.2,24.0
1185.25,24.0
1189.3,23.9
1193.35,23.9
1197.4,23.9
1201.45,23.9
1205.5,23.9
1209.55,23.9
1213.6,23.8
1217.65,23.9
1221.71,23.9
1225.76,23.9
1229.81,23.8
1233.86,23.9
1237.92,23.8
1241.97,23.8
1246.02,23.7
1250.07,23.7
1254.12,23.7
1258.18,23.8
1262.23,23.7
1266.28,23.7
1270.33,23.7
1274.39,23.7
1278.44,23.6
1282.49,23.6
1286.55,23.6
1290.6,23.6
1294.65,23.6
1298.7,23.6
1302.75,23.6
1306.8,23.6
1310.85,23.6
1314.9,23.6
1318.95,23.6
1323.0,23.6
1327.05,23.6
1331.1,23.6
1335.15,23.6
1339.2,23.6
1343.25,23.6
1347.3,23.6
1351.35,23.6
1355.4,23.5
1359.46,23.6
1363.51,23.6
1367.56,23.6
1371.61,23.6
1375.66,23.6
1379.71,23.6
1383.76,23.6
1387.81,23.6
1391.86,23.6
1395.91,23.6
1399.96,23.6
1404.01,23.6
1408.06,23.6
1412.11,23.6
1416.16,23.6
1420.21,23.6
1424.26,23.6
1428.31,23.6
1432.36,23.6
1436.42,23.6
1440.47,23.6
1444.52,23.6
1448.57,23.6
1452.62,23.6
1456.68,23.6
1460.73,23.6
1464.78,23.7
1468.83,23.6
1472.88,23.7
1476.94,23.7
1480.99,23.7
1485.04,23.8
1489.09,23.6
1493.15,23.7
1497.2,23.7
1501.25,23.7
1505.3,23.7
1509.35,23.7
1513.4,23.7
1517.45,23.7
1521.5,23.6
1525.56,23.7
1529.61,23.6
1533.66,23.7
1537.71,23.6
1541.76,23.7
1545.82,23.7
1549.87,23.8
1553.92,23.6
1557.98,23.7
1562.03,23.8
1566.08,23.6
1570.13,23.7
1574.19,23.6
1578.24,23.7
1582.29,23.7
1586.34,23.8
1590.39,23.8
1594.44,23.8
1598.5,23.7
1602.55,23.7
1606.6,23.7
1610.65,23.8
1614.71,23.7
1618.76,23.7
1622.81,23.8
1626.87,23.8
1630.92,23.8
1634.97,23.8
1639.02,23.8
1643.07,23.7
1647.12,23.7
1651.17,23.7
1655.22,23.8
1659.28,23.8
1663.33,23.7
1667.38,23.8
1671.44,23.8
1675.49,23.8
1679.54,23.7
1683.59,23.8
1687.64,23.8
1691.7,23.7
1695.75,23.8
1699.8,23.8
1703.85,23.8
1707.9,23.7
1711.95,23.8
1716.0,23.8
1720.06,23.8
1724.11,23.8
